id_aluna,dt_feed,age_a,motivo_n_dirige,dif_area,tot_aulas,id_inst,nota_inst,nota_escola,feed,nota
3f32f03e,2024-02-23,43,Ansiedade geral / Pânico,Controle de embreagem (Subidas),5,Fatima Reis,2.0,4.0,Negativo,A escola mudou meu horário em cima da hora várias vezes.
ad6f8cb6,2025-02-27,35,Insegurança em rodovias/velocidade,Manobras em geral (Ré),17,Sueli Lopes,4.0,4.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Sueli Lopes!
8fb8a0ef,2025-07-14,31,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),20,Sueli Lopes,4.0,4.0,Positivo,"Didática excelente da Sueli Lopes, me senti segura desde a primeira aula."
fd502164,2025-06-30,40,Medo de errar e ser julgada,Dirigir à noite / Chuva,7,Fatima Reis,3.0,3.0,Negativo,Não senti segurança no método da Fatima Reis. Muito fraco.
ea83cbd2,2025-02-22,41,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),11,Maria Eduarda,4.0,4.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
3db59504,2025-05-19,41,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,14,Sueli Lopes,4.0,4.0,Positivo,"Aulas focadas no que eu realmente precisava, sem enrolação."
b172e112,2023-12-05,38,Falta de prática (anos sem dirigir),Dirigir em rodovias,13,Maria Eduarda,5.0,5.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
1bf94d6d,2023-01-20,32,Trauma (acidente anterior),Controle de embreagem (Subidas),12,Aline dos Santos,4.0,5.0,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
8f196d1e,2023-03-28,44,Falta de prática (anos sem dirigir),Controle de embreagem (Subidas),6,Aline dos Santos,,2.0,,Tentei reagendar e o atendimento da escola foi muito inflexível.
60c7db57,2024-06-28,27,Medo de ladeiras/subidas,Controle de embreagem (Subidas),20,Maria Eduarda,5.0,,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
6301bef0,2024-06-10,55,Trauma (acidente anterior),Trânsito intenso (Mudar de faixa),17,Aline dos Santos,5.0,5.0,Positivo,
abfd2ab7,2025-01-19,26,Medo de ladeiras/subidas,Trânsito intenso (Mudar de faixa),9,Sueli Lopes,5.0,5.0,Positivo,O método de ensino é progressivo e respeita o limite da aluna.
9c8bead4,2023-10-22,34,Medo de ladeiras/subidas,Controle de embreagem (Subidas),18,Sueli Lopes,4.0,5.0,Positivo,A instrutora Sueli Lopes tem uma energia ótima e tornou as aulas leves e divertidas.
2711f96f,2023-06-08,31,Medo de errar e ser julgada,Manobras em geral (Ré),3,Fatima Reis,,3.0,,O carro falhou duas vezes na subida. Fiquei mais nervosa do que já estava.
70d7f411,2025-09-29,32,Medo de ladeiras/subidas,Estacionar (Baliza/Vaga de shopping),5,Fatima Reis,2.0,3.0,Negativo,O carro que usei na aula era muito velho e a direção era dura.
0a0f4efa,2023-07-31,31,Ansiedade geral / Pânico,Controle de embreagem (Subidas),16,Aline dos Santos,4.0,4.0,Positivo,A instrutora Aline dos Santos foi incrível! Super paciente e me devolveu a confiança.
f890762c,2023-11-26,31,Ansiedade geral / Pânico,Dirigir em rodovias,13,Maria Eduarda,4.0,5.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Maria Eduarda por toda a paciência!
c2ee1405,2024-11-29,23,Medo de ladeiras/subidas,Dirigir à noite / Chuva,12,Maria Eduarda,4.0,4.0,Positivo,"O atendimento da escola foi ótimo, e as aulas com a Maria Eduarda foram perfeitas."
55b72b5e,2023-01-05,41,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,11,Sueli Lopes,4.0,4.0,Positivo,"Em apenas 5 aulas com a Sueli Lopes, minha evolução foi gigantesca."
9d9d10ce,2023-03-29,54,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,19,Giovana Cordeiro,4.0,4.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
e2073630,2025-03-31,50,Trauma (acidente anterior),Controle de embreagem (Subidas),4,Fatima Reis,2.0,4.0,Negativo,"Não senti firmeza na Fatima Reis, ela parecia tão nervosa quanto eu."
0bf3349e,2024-03-05,30,Trânsito intenso / Agressividade,Estacionar (Baliza/Vaga de shopping),11,Giovana Cordeiro,4.0,5.0,Positivo,"Didática excelente da Giovana Cordeiro, me senti segura desde a primeira aula."
9d09cf84,2023-07-20,44,Medo de errar e ser julgada,Dirigir à noite / Chuva,10,Sueli Lopes,,4.0,,Recomendo a Sueli Lopes para qualquer pessoa que tenha pânico de dirigir.
624936cc,2023-12-25,24,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),17,Sueli Lopes,5.0,5.0,Positivo,O carro com direção hidráulica e ar fez toda a diferença.
3e1329c2,2025-02-16,54,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),9,Giovana Cordeiro,5.0,5.0,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
ae799e7d,2023-05-12,51,Medo de errar e ser julgada,Manobras em geral (Ré),7,Fatima Reis,2.0,3.0,Negativo,
3af2f3bf,2024-04-05,25,Insegurança em rodovias/velocidade,Estacionar (Baliza/Vaga de shopping),18,Maria Eduarda,4.0,4.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
cdd6425e,2023-02-02,53,Falta de prática (anos sem dirigir),Dirigir em rodovias,15,Sueli Lopes,,5.0,,
34f97113,2025-03-28,25,Trânsito intenso / Agressividade,Dirigir em rodovias,8,Aline dos Santos,3.0,2.0,Negativo,
ea2cf34d,2023-05-21,34,Medo de errar e ser julgada,Dirigir em rodovias,13,Aline dos Santos,5.0,4.0,Positivo,"Didática excelente da Aline dos Santos, me senti segura desde a primeira aula."
1103d441,2024-05-11,39,Trânsito intenso / Agressividade,Estacionar (Baliza/Vaga de shopping),20,Sueli Lopes,5.0,4.0,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
03ab425e,2023-11-29,40,Trauma (acidente anterior),Estacionar (Baliza/Vaga de shopping),20,Giovana Cordeiro,4.0,4.0,Positivo,"A instrutora Giovana Cordeiro é calma, simpática e passa muita tranquilidade."
6ce350a4,2024-07-04,47,Trânsito intenso / Agressividade,Manobras em geral (Ré),3,Fatima Reis,,2.0,,"Não senti firmeza na Fatima Reis, ela parecia tão nervosa quanto eu."
3920954d,2023-08-13,33,Medo de ladeiras/subidas,Dirigir à noite / Chuva,13,Sueli Lopes,4.0,5.0,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
c97a340a,2024-11-17,39,Medo de ladeiras/subidas,Controle de embreagem (Subidas),8,Fatima Reis,,3.0,,A escola nunca atende o telefone. Difícil conseguir contato.
861349c1,2025-03-11,38,Falta de prática (anos sem dirigir),Dirigir em rodovias,10,Sueli Lopes,2.0,2.0,Negativo,A Sueli Lopes falava muito da vida pessoal dela e pouco sobre direção.
089aadf7,2023-06-02,28,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),20,Aline dos Santos,5.0,5.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
f1fddacd,2025-05-24,22,Medo de errar e ser julgada,Dirigir à noite / Chuva,12,Sueli Lopes,4.0,5.0,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
c295e783,2024-03-06,23,Medo de errar e ser julgada,Controle de embreagem (Subidas),11,Sueli Lopes,5.0,4.0,Positivo,A Sueli Lopes me ensinou 'macetes' de estacionamento que nenhuma autoescola ensina.
c5e27f30,2024-12-07,44,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,18,Giovana Cordeiro,4.0,5.0,Positivo,
0f88c001,2023-07-22,38,Medo de ladeiras/subidas,Dirigir à noite / Chuva,10,Fatima Reis,3.0,4.0,Negativo,
15b959f2,2025-01-03,46,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),6,Fatima Reis,2.0,3.0,Negativo,A escola mudou meu horário em cima da hora várias vezes.
5b70987b,2024-07-03,25,Trauma (acidente anterior),Dirigir em rodovias,8,Sueli Lopes,4.0,4.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Sueli Lopes!
dddd8c37,2024-09-03,54,Medo de errar e ser julgada,Dirigir em rodovias,8,Sueli Lopes,4.0,4.0,Positivo,O método de ensino é progressivo e respeita o limite da aluna.
103641ca,2024-04-13,31,Trânsito intenso / Agressividade,Estacionar (Baliza/Vaga de shopping),18,Maria Eduarda,5.0,5.0,Positivo,"Muito profissional, pontual e paciente. Valeu cada centavo."
2bcdb6d7,2025-07-10,46,Trânsito intenso / Agressividade,Estacionar (Baliza/Vaga de shopping),14,Giovana Cordeiro,5.0,4.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
5ceb4573,2023-03-04,54,Trânsito intenso / Agressividade,Dirigir em rodovias,4,Fatima Reis,3.0,4.0,Negativo,Não senti segurança no método da Fatima Reis. Muito fraco.
782a255d,2023-12-19,49,Medo de ladeiras/subidas,Dirigir à noite / Chuva,19,Giovana Cordeiro,4.0,5.0,Positivo,"A comunicação com a escola é fácil, respondem rápido no WhatsApp."
5ee5cd5c,2025-01-10,37,Medo de errar e ser julgada,Dirigir à noite / Chuva,14,Aline dos Santos,4.0,5.0,Positivo,"A Aline dos Santos não gritou, não foi irônica. Foi 100% apoio."
0ddc0dfb,2023-08-30,53,Medo de ladeiras/subidas,Dirigir em rodovias,17,Sueli Lopes,5.0,5.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
4962d340,2024-09-06,51,Medo de ladeiras/subidas,Dirigir em rodovias,17,Aline dos Santos,4.0,4.0,Positivo,O carro com direção hidráulica e ar fez toda a diferença.
8534cd70,2025-07-08,47,Medo de ladeiras/subidas,Dirigir em rodovias,17,Aline dos Santos,4.0,4.0,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
3ded32fc,2024-09-19,47,Falta de prática (anos sem dirigir),Dirigir em rodovias,14,Aline dos Santos,5.0,4.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Aline dos Santos por toda a paciência!
9a8486ac,2024-05-13,25,Trauma (acidente anterior),Dirigir à noite / Chuva,16,Giovana Cordeiro,4.0,4.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Giovana Cordeiro.
a61e2d21,2025-01-13,33,Medo de ladeiras/subidas,Estacionar (Baliza/Vaga de shopping),17,Fatima Reis,5.0,,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
0508160a,2023-06-07,44,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),17,Aline dos Santos,4.0,,Positivo,Recomendo a Aline dos Santos para qualquer pessoa que tenha pânico de dirigir.
6bdac9a5,2024-01-21,27,Ansiedade geral / Pânico,Manobras em geral (Ré),14,Maria Eduarda,4.0,,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
85cf92fd,2023-09-25,31,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),8,Sueli Lopes,5.0,4.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
b2006ff1,2025-03-02,30,Medo de errar e ser julgada,Dirigir em rodovias,6,Maria Eduarda,2.0,3.0,Negativo,A Maria Eduarda parecia impaciente e mexeu no celular durante a aula.
e0214945,2023-04-22,28,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),9,Sueli Lopes,5.0,4.0,Positivo,
5f15ba6f,2025-05-22,29,Insegurança em rodovias/velocidade,Estacionar (Baliza/Vaga de shopping),18,Maria Eduarda,4.0,5.0,Positivo,Consegui vencer meu trauma. A Maria Eduarda foi fundamental nesse processo.
edbdc2f2,2024-12-30,23,Trauma (acidente anterior),Dirigir em rodovias,10,Aline dos Santos,3.0,3.0,Negativo,O carro falhou duas vezes na subida. Fiquei mais nervosa do que já estava.
8bc81a3a,2024-03-19,52,Medo de ladeiras/subidas,Dirigir em rodovias,7,Maria Eduarda,3.0,3.0,Negativo,Senti que fui enrolada. Fiz 10 aulas e aprendi menos do que em 2 com uma amiga.
258a8bbb,2023-02-28,51,Insegurança em rodovias/velocidade,Trânsito intenso (Mudar de faixa),14,Aline dos Santos,4.0,5.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
67469cd6,2024-01-13,22,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),9,Fatima Reis,,2.0,,Tentei reagendar e o atendimento da escola foi muito inflexível.
53319095,2023-07-14,45,Insegurança em rodovias/velocidade,Manobras em geral (Ré),20,Maria Eduarda,5.0,5.0,Positivo,Ela entendeu exatamente meu medo (ladeiras) e focou nisso até eu me sentir segura.
2df7f9f2,2023-09-30,24,Medo de errar e ser julgada,Manobras em geral (Ré),17,Sueli Lopes,5.0,4.0,Positivo,"A Sueli Lopes não gritou, não foi irônica. Foi 100% apoio."
b4993118,2024-12-31,42,Falta de prática (anos sem dirigir),Manobras em geral (Ré),20,Giovana Cordeiro,4.0,,Positivo,Perdi totalmente o medo de dirigir graças à escola. Recomendo muito!
9f1ab861,2023-12-24,36,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),9,Fatima Reis,1.0,3.0,Negativo,Cancelei uma aula com 24h de antecedência e mesmo assim a escola me cobrou.
79598615,2025-01-15,28,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,20,Sueli Lopes,4.0,5.0,Positivo,"O atendimento da escola foi ótimo, e as aulas com a Sueli Lopes foram perfeitas."
c03a0390,2024-02-06,30,Falta de prática (anos sem dirigir),Dirigir em rodovias,8,Maria Eduarda,4.0,4.0,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
c095a617,2023-07-31,45,Medo de ladeiras/subidas,Manobras em geral (Ré),8,Aline dos Santos,4.0,5.0,Positivo,
2e02fdbe,2024-07-28,26,Falta de prática (anos sem dirigir),Manobras em geral (Ré),14,Giovana Cordeiro,5.0,4.0,Positivo,Ela foi muito profissional ao lidar com minha crise de ansiedade na primeira aula.
46c3f28f,2023-11-05,48,Medo de errar e ser julgada,Dirigir em rodovias,10,Maria Eduarda,4.0,4.0,Positivo,Aprendi a dirigir em rodovia e hoje viajo sozinha. Gratidão à Maria Eduarda.
d4507453,2025-02-24,22,Falta de prática (anos sem dirigir),Dirigir em rodovias,8,Giovana Cordeiro,2.0,2.0,Negativo,A escola mudou meu horário em cima da hora várias vezes.
823e9d5f,2025-05-30,31,Trânsito intenso / Agressividade,Dirigir em rodovias,14,Sueli Lopes,4.0,4.0,Positivo,
4b8179f1,2025-08-09,34,Ansiedade geral / Pânico,Manobras em geral (Ré),20,Maria Eduarda,5.0,5.0,Positivo,Recomendo a Maria Eduarda para qualquer pessoa que tenha pânico de dirigir.
f1cc120b,2023-02-14,30,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,4,Fatima Reis,1.0,3.0,Negativo,"A Fatima Reis é boa, mas a escola é desorganizada para marcar as aulas."
97ce6cc3,2023-01-01,53,Falta de prática (anos sem dirigir),Controle de embreagem (Subidas),5,Sueli Lopes,3.0,4.0,Negativo,"A instrutora Sueli Lopes criticou como eu segurava o volante o tempo todo, de forma grosseira."
4093c531,2025-06-06,30,Medo de errar e ser julgada,Dirigir em rodovias,14,Aline dos Santos,4.0,4.0,Positivo,
87116f19,2024-09-16,53,Ansiedade geral / Pânico,Controle de embreagem (Subidas),4,Fatima Reis,1.0,2.0,Negativo,A Fatima Reis falava muito da vida pessoal dela e pouco sobre direção.
373a8653,2024-10-28,36,Falta de prática (anos sem dirigir),Controle de embreagem (Subidas),10,Giovana Cordeiro,4.0,4.0,Positivo,
c1514b68,2024-09-18,32,Ansiedade geral / Pânico,Controle de embreagem (Subidas),19,Giovana Cordeiro,4.0,,Positivo,A instrutora Giovana Cordeiro foi incrível! Super paciente e me devolveu a confiança.
fb34ee79,2024-02-15,51,Insegurança em rodovias/velocidade,Dirigir em rodovias,8,Maria Eduarda,4.0,5.0,Positivo,O carro com direção hidráulica e ar fez toda a diferença.
ad139764,2024-04-29,48,Trânsito intenso / Agressividade,Dirigir em rodovias,8,Sueli Lopes,4.0,5.0,Positivo,O carro com direção hidráulica e ar fez toda a diferença.
f6475ca5,2023-12-13,41,Medo de errar e ser julgada,Dirigir à noite / Chuva,8,Maria Eduarda,5.0,,Positivo,
c3ec562f,2023-12-02,43,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,17,Sueli Lopes,5.0,4.0,Positivo,Recomendo a Sueli Lopes para qualquer pessoa que tenha pânico de dirigir.
16ece05f,2023-02-15,26,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,13,Maria Eduarda,5.0,5.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Maria Eduarda!
a1a06586,2025-04-26,32,Medo de ladeiras/subidas,Dirigir em rodovias,9,Maria Eduarda,4.0,4.0,Positivo,Consegui vencer meu trauma. A Maria Eduarda foi fundamental nesse processo.
5b6ff1a6,2023-02-20,27,Insegurança em rodovias/velocidade,Dirigir em rodovias,10,Maria Eduarda,4.0,4.0,Positivo,A instrutora Maria Eduarda foi incrível! Super paciente e me devolveu a confiança.
878efa59,2024-08-10,22,Falta de prática (anos sem dirigir),Dirigir em rodovias,4,Fatima Reis,1.0,4.0,Negativo,Tentei reagendar e o atendimento da escola foi muito inflexível.
95383172,2024-11-30,33,Falta de prática (anos sem dirigir),Dirigir em rodovias,4,Fatima Reis,3.0,3.0,Negativo,O preço é muito alto pelo que oferece. A aula atrasou 15 minutos.
68b538b0,2024-01-05,46,Insegurança em rodovias/velocidade,Dirigir em rodovias,8,Aline dos Santos,4.0,,Positivo,Ela me ensinou a dirigir na chuva e à noite. Estou pronta!
af07805a,2024-02-26,44,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),8,Fatima Reis,5.0,,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Fatima Reis por toda a paciência!
af05a102,2025-05-23,41,Medo de errar e ser julgada,Controle de embreagem (Subidas),20,Giovana Cordeiro,5.0,4.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
b2879ddc,2024-06-13,50,Medo de errar e ser julgada,Controle de embreagem (Subidas),9,Giovana Cordeiro,2.0,2.0,Negativo,
5656a7cc,2025-03-26,50,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,3,Fatima Reis,2.0,2.0,Negativo,"Pedi para treinar em rodovia e a Fatima Reis desconversou, disse que não precisava."
47f46033,2023-04-20,46,Trauma (acidente anterior),Manobras em geral (Ré),13,Sueli Lopes,5.0,4.0,Positivo,"A Sueli Lopes não gritou, não foi irônica. Foi 100% apoio."
c1c5a333,2023-08-27,22,Falta de prática (anos sem dirigir),Dirigir em rodovias,16,Maria Eduarda,4.0,4.0,Positivo,"O atendimento da escola foi ótimo, e as aulas com a Maria Eduarda foram perfeitas."
308fd0c4,2025-03-18,49,Medo de errar e ser julgada,Controle de embreagem (Subidas),8,Fatima Reis,2.0,2.0,Negativo,"Pedi para treinar em rodovia e a Fatima Reis desconversou, disse que não precisava."
c145e2f6,2024-09-15,31,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,15,Aline dos Santos,5.0,5.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
ea99329b,2023-08-28,49,Medo de ladeiras/subidas,Controle de embreagem (Subidas),6,Giovana Cordeiro,2.0,3.0,Negativo,O carro da aula estava com cheiro ruim e parecia sujo.
28d5563e,2023-08-18,35,Trauma (acidente anterior),Estacionar (Baliza/Vaga de shopping),3,Fatima Reis,3.0,4.0,Negativo,
2030fa72,2024-12-30,43,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),19,Sueli Lopes,5.0,5.0,Positivo,
eb147f88,2025-08-11,44,Medo de ladeiras/subidas,Dirigir em rodovias,16,Giovana Cordeiro,5.0,4.0,Positivo,
e7bb8740,2024-09-10,31,Trauma (acidente anterior),Estacionar (Baliza/Vaga de shopping),18,Giovana Cordeiro,5.0,5.0,Positivo,"A instrutora Giovana Cordeiro é calma, simpática e passa muita tranquilidade."
b6507035,2023-11-05,23,Trauma (acidente anterior),Estacionar (Baliza/Vaga de shopping),19,Maria Eduarda,,5.0,,"Muito profissional, pontual e paciente. Valeu cada centavo."
ba4125f9,2024-12-27,49,Falta de prática (anos sem dirigir),Controle de embreagem (Subidas),16,Sueli Lopes,5.0,5.0,Positivo,
3cde4639,2024-12-05,25,Falta de prática (anos sem dirigir),Trânsito intenso (Mudar de faixa),18,Giovana Cordeiro,4.0,4.0,Positivo,
915f2c71,2024-09-10,53,Medo de errar e ser julgada,Estacionar (Baliza/Vaga de shopping),13,Giovana Cordeiro,4.0,4.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
e37edc40,2023-12-11,23,Ansiedade geral / Pânico,Dirigir em rodovias,17,Sueli Lopes,4.0,5.0,Positivo,A flexibilidade de horários da escola me ajudou muito.
680205a9,2024-10-11,50,Medo de ladeiras/subidas,Controle de embreagem (Subidas),19,Giovana Cordeiro,5.0,4.0,Positivo,
76778096,2023-02-25,40,Trânsito intenso / Agressividade,Manobras em geral (Ré),9,Sueli Lopes,4.0,5.0,Positivo,"Didática excelente da Sueli Lopes, me senti segura desde a primeira aula."
7f99f1aa,2025-05-03,27,Falta de prática (anos sem dirigir),Manobras em geral (Ré),16,Aline dos Santos,4.0,5.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Aline dos Santos por toda a paciência!
6c7d9873,2024-08-14,32,Medo de errar e ser julgada,Manobras em geral (Ré),10,Fatima Reis,2.0,,Negativo,Não senti segurança no método da Fatima Reis. Muito fraco.
5ada500a,2024-11-03,24,Ansiedade geral / Pânico,Trânsito intenso (Mudar de faixa),7,Maria Eduarda,3.0,3.0,Negativo,O preço é muito alto pelo que oferece. A aula atrasou 15 minutos.
a9995acf,2025-09-19,24,Ansiedade geral / Pânico,Dirigir à noite / Chuva,14,Sueli Lopes,4.0,5.0,Positivo,"Valeu o investimento, hoje tenho minha independência."
95811465,2025-09-07,39,Medo de errar e ser julgada,Dirigir em rodovias,8,Aline dos Santos,4.0,5.0,Positivo,A instrutora Aline dos Santos me deu dicas que vou levar para a vida.
d21c91a5,2025-02-07,50,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,17,Fatima Reis,4.0,4.0,Positivo,
cdd6bd6c,2025-08-02,46,Insegurança em rodovias/velocidade,Dirigir em rodovias,14,Maria Eduarda,5.0,4.0,Positivo,"A instrutora Maria Eduarda é calma, simpática e passa muita tranquilidade."
cbb43a14,2025-04-28,44,Trauma (acidente anterior),Controle de embreagem (Subidas),15,Giovana Cordeiro,5.0,4.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
b8e5558f,2024-01-07,30,Insegurança em rodovias/velocidade,Dirigir em rodovias,13,Maria Eduarda,5.0,5.0,Positivo,Finalmente fiz minha rota para o trabalho. Obrigada Maria Eduarda por toda a paciência!
6c02fe35,2025-03-19,42,Insegurança em rodovias/velocidade,Dirigir em rodovias,6,Fatima Reis,3.0,3.0,Negativo,A Fatima Reis parecia impaciente e mexeu no celular durante a aula.
58349037,2024-03-12,52,Ansiedade geral / Pânico,Dirigir em rodovias,20,Giovana Cordeiro,5.0,4.0,Positivo,"Muito profissional, pontual e paciente. Valeu cada centavo."
7a9e6d94,2024-09-28,54,Medo de errar e ser julgada,Dirigir em rodovias,15,Giovana Cordeiro,4.0,4.0,Positivo,O carro com direção hidráulica e ar fez toda a diferença.
06ce3719,2024-05-03,54,Trânsito intenso / Agressividade,Dirigir em rodovias,15,Maria Eduarda,5.0,4.0,Positivo,"Achei que nunca mais ia dirigir, mas o método da Maria Eduarda funciona. Estou feliz!"
ec04dce9,2023-10-27,28,Falta de prática (anos sem dirigir),Manobras em geral (Ré),6,Fatima Reis,2.0,4.0,Negativo,A Fatima Reis falava muito da vida pessoal dela e pouco sobre direção.
318bc906,2024-12-31,39,Falta de prática (anos sem dirigir),Dirigir à noite / Chuva,20,Aline dos Santos,5.0,4.0,Positivo,"O carro da aula era novo, limpo e muito fácil de dirigir."
60ee436b,2023-01-04,27,Ansiedade geral / Pânico,Dirigir em rodovias,20,Giovana Cordeiro,5.0,5.0,Positivo,Recomendo a Giovana Cordeiro para qualquer pessoa que tenha pânico de dirigir.
12c83590,2023-01-31,36,Trânsito intenso / Agressividade,Manobras em geral (Ré),9,Fatima Reis,3.0,4.0,Negativo,Não senti segurança no método da Fatima Reis. Muito fraco.
c4e0ea13,2024-09-27,31,Trânsito intenso / Agressividade,Dirigir à noite / Chuva,19,Giovana Cordeiro,5.0,4.0,Positivo,Agora sim me sinto habilitada de verdade! Obrigada Giovana Cordeiro!
d72e3f12,2023-10-08,24,Medo de ladeiras/subidas,Manobras em geral (Ré),13,Aline dos Santos,4.0,4.0,Positivo,"A comunicação com a escola é fácil, respondem rápido no WhatsApp."
432f8f73,2023-01-29,37,Trânsito intenso / Agressividade,Controle de embreagem (Subidas),9,Aline dos Santos,4.0,,Positivo,O carro com direção hidráulica e ar fez toda a diferença.
f4ba44ae,2023-09-20,31,Insegurança em rodovias/velocidade,Controle de embreagem (Subidas),8,Fatima Reis,,5.0,,"Achei que nunca mais ia dirigir, mas o método da Fatima Reis funciona. Estou feliz!"
635e2138,2023-08-25,35,Medo de errar e ser julgada,Controle de embreagem (Subidas),7,Sueli Lopes,3.0,2.0,Negativo,"Não senti firmeza na Sueli Lopes, ela parecia tão nervosa quanto eu."
5c429581,2025-08-14,52,Ansiedade geral / Pânico,Dirigir à noite / Chuva,11,Giovana Cordeiro,5.0,5.0,Positivo,"A comunicação com a escola é fácil, respondem rápido no WhatsApp."
770edf6a,2024-05-03,22,Insegurança em rodovias/velocidade,Dirigir à noite / Chuva,16,Sueli Lopes,4.0,5.0,Positivo,
f746a301,2023-03-16,23,Medo de ladeiras/subidas,Trânsito intenso (Mudar de faixa),18,Aline dos Santos,5.0,5.0,Positivo,Consegui vencer meu trauma. A Aline dos Santos foi fundamental nesse processo.
9ead1989,2025-04-08,52,Insegurança em rodovias/velocidade,Dirigir em rodovias,10,Fatima Reis,2.0,3.0,Negativo,Tentei reagendar e o atendimento da escola foi muito inflexível.
a330a648,2024-07-26,28,Insegurança em rodovias/velocidade,Dirigir em rodovias,19,Fatima Reis,4.0,5.0,Positivo,Excelente didática. Agora consigo estacionar e andar no trânsito sem ansiedade.
4f310943,2024-11-25,47,Trauma (acidente anterior),Controle de embreagem (Subidas),13,Giovana Cordeiro,5.0,5.0,Positivo,"Aulas focadas no que eu realmente precisava, sem enrolação."
4315798d,2025-08-11,29,Medo de errar e ser julgada,Manobras em geral (Ré),3,Fatima Reis,1.0,2.0,Negativo,Terminei o pacote de aulas me sentindo mais insegura do que comecei.
c3d7cd39,2023-12-11,37,Falta de prática (anos sem dirigir),Dirigir em rodovias,20,Sueli Lopes,4.0,5.0,Positivo,Fiz a aula no meu próprio carro e foi ótimo para eu pegar confiança nele.
7358b4fe,2023-10-22,40,Ansiedade geral / Pânico,Dirigir à noite / Chuva,8,Maria Eduarda,4.0,,Positivo,Consegui vencer meu trauma. A Maria Eduarda foi fundamental nesse processo.
8b5024b0,2023-05-11,45,Falta de prática (anos sem dirigir),Dirigir em rodovias,14,Maria Eduarda,5.0,4.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
6510182b,2023-05-10,32,Trânsito intenso / Agressividade,Trânsito intenso (Mudar de faixa),14,Sueli Lopes,4.0,5.0,Positivo,"Desde a recepção até a instrutora, todos na escola são muito atenciosos."
30f0ace5,2025-03-04,35,Falta de prática (anos sem dirigir),Estacionar (Baliza/Vaga de shopping),14,Maria Eduarda,5.0,4.0,Positivo,A instrutora Maria Eduarda tem uma energia ótima e tornou as aulas leves e divertidas.
